date,Open,High,Low,Close,Volume
2023-01-01 00:00:00,99.91787725697058,100.30636668357633,99.22287132657121,99.96157821301075,827
2023-01-01 00:01:00,99.95949593111492,100.5142124435663,99.286130831461,99.764741315361,660
2023-01-01 00:02:00,100.10014892469262,100.6821093160463,99.6474510473782,100.54310349014725,930
2023-01-01 00:03:00,100.14712413598158,100.1564118183661,99.2766271267065,100.62532399436041,139
2023-01-01 00:04:00,100.158822217861,100.2176563430121,99.42493016992077,99.85554785465135,216
2023-01-01 00:05:00,99.93551605855703,100.7308270233292,99.1533870307724,99.52856598596132,358
2023-01-01 00:06:00,100.02872558904365,100.99542406861089,99.81413156328303,100.36020756535159,804
2023-01-01 00:07:00,100.09618925026565,101.0158217488799,99.87225259348563,99.90789394084294,549
2023-01-01 00:08:00,100.10994699477715,100.35608613454431,99.87812892129328,99.7293800090289,600
2023-01-01 00:09:00,100.24424884962269,101.20495379323025,99.93004478800384,100.4735348005962,788
2023-01-01 00:10:00,100.28422557041469,101.1550967380286,99.97637248666375,99.88282173850367,887
2023-01-01 00:11:00,100.14641796383542,100.6573637848279,99.50459921863263,100.34622728836449,189
2023-01-01 00:12:00,100.13430190902858,100.45593424268189,99.44652781144592,100.37148221035436,279
2023-01-01 00:13:00,100.1718832981854,100.670145539772,99.88474478937336,99.69751317692565,959
2023-01-01 00:14:00,100.17525136566583,100.7391949278326,99.88567587593559,100.62335323185809,909
2023-01-01 00:15:00,100.12501208701404,100.71403523954952,99.68648106833994,99.69990584148749,900
2023-01-01 00:16:00,100.00119154417847,100.69810743128711,99.73643544743909,99.68473198608298,200
2023-01-01 00:17:00,99.93621487901503,99.98815721550704,99.43095387409028,99.64328411616471,512
2023-01-01 00:18:00,99.95035093222633,99.95531487036448,99.5396945024405,100.22852207150262,662
2023-01-01 00:19:00,99.91733768868245,100.61575541413022,99.3170463892786,99.66489250292175,165
2023-01-01 00:20:00,99.92171401374098,100.38828905330223,99.7019540607606,99.49842389934676,616
2023-01-01 00:21:00,99.9359935000875,100.4300994100866,99.04468738154134,100.07221391730289,978
2023-01-01 00:22:00,99.93463787811856,100.22260465408868,99.91459344868983,99.59792080789138,910
2023-01-01 00:23:00,99.91851936685872,100.08620288397441,99.04656851510731,100.14957706037471,964
2023-01-01 00:24:00,99.99062606555266,100.14445367243272,99.10767534551302,99.79348814194891,316
2023-01-01 00:25:00,100.0652988100445,100.67718802276835,99.65223485484408,99.87523745850834,220
2023-01-01 00:26:00,99.93625877403646,100.06491481854017,99.39351685881992,100.30228976326396,367
2023-01-01 00:27:00,100.02457122336583,100.21158301759796,99.27220542968725,100.01634545027787,722
2023-01-01 00:28:00,100.0633197108496,100.56680073189595,99.21288957956524,100.12355156173047,659
2023-01-01 00:29:00,100.05878649957391,100.61805792511679,99.7274030626772,99.94691199364749,287
2023-01-01 00:30:00,100.02917192755156,100.18860514208055,99.51588158575922,99.8716015897044,998
2023-01-01 00:31:00,100.0925884176066,100.66741477030483,99.17356275049907,99.86548186298583,353
2023-01-01 00:32:00,100.14184571709113,100.99473888557743,99.24228100920017,100.32720892840807,971
2023-01-01 00:33:00,100.04258579172134,100.09752300392748,99.8041355603754,99.81306269875738,664
2023-01-01 00:34:00,99.91380698016938,100.7851783559135,99.90384796534946,99.76062657082616,771
2023-01-01 00:35:00,99.96757044511568,100.80891570438277,99.76123687345272,99.8456920599147,387
2023-01-01 00:36:00,100.03260678720113,100.49930712759569,99.04239917299171,100.01914930048021,610
2023-01-01 00:37:00,100.28795474715545,101.26950066759241,99.93854913180832,100.32953938549454,134
2023-01-01 00:38:00,100.1937218984766,100.71348507506603,99.42994244482712,99.93851313607317,483
2023-01-01 00:39:00,100.04492641351901,100.70014139398809,99.80550042487664,99.70194070826665,839
2023-01-01 00:40:00,100.13594742494422,100.4978972601176,99.81501211938655,100.56239622409309,114
2023-01-01 00:41:00,100.0909752642517,100.83443294340107,99.39879128366961,99.84872045542045,729
2023-01-01 00:42:00,100.13076477355872,100.13553804256955,99.83513983198198,99.96060907524691,711
2023-01-01 00:43:00,100.0885423666515,100.80265798658027,99.42879163297447,100.3204456562423,382
2023-01-01 00:44:00,100.05506342957015,100.61348343738085,99.0967688215623,99.68423794069027,362
2023-01-01 00:45:00,100.05153685075486,100.17222997852028,99.75733975693706,100.08204341053292,635
2023-01-01 00:46:00,100.05352437459716,100.79495743909348,99.54183511151021,100.51518559992272,998
2023-01-01 00:47:00,100.11018538051309,100.8772444506488,99.39275470533843,100.4172059763695,710
2023-01-01 00:48:00,100.10928884930507,100.56663260891328,99.86591397679595,100.14074914313248,787
2023-01-01 00:49:00,100.14691256305103,100.27750119553552,99.73840560143067,99.74048153817367,262
2023-01-01 00:50:00,100.0012894852587,100.48044303522154,99.5005565762407,100.24462915416876,604
2023-01-01 00:51:00,100.1517025377398,100.28062435034154,99.85195307287084,100.23304943258327,466
2023-01-01 00:52:00,100.26571684464459,100.75628710086164,100.17485131871699,100.19655971119194,699
2023-01-01 00:53:00,100.0602420056678,100.25577799050596,99.32310404812915,99.98040478544253,856
2023-01-01 00:54:00,99.9558501178974,100.40356528864116,99.5367974238119,100.22553421000715,103
2023-01-01 00:55:00,99.88544186759526,100.24810676845343,99.39661422858842,99.57772246912553,423
2023-01-01 00:56:00,99.81877292630514,99.91715865855349,98.83019408469474,99.68401023644735,466
2023-01-01 00:57:00,99.80380243953178,100.1513954113373,98.99581054372486,100.00660104100064,690
2023-01-01 00:58:00,99.83970131814172,100.42121852540788,99.34228602936126,99.71283338767901,949
2023-01-01 00:59:00,99.85684146029793,100.41616047662268,99.73152260901979,100.22372402537354,212
2023-01-01 01:00:00,99.83780970188707,100.55263556143812,99.14584046396853,99.94196298248818,294
2023-01-01 01:01:00,99.86921188212321,100.72845151750323,99.64331710542675,100.3471472228571,542
2023-01-01 01:02:00,99.7792566949805,99.85585302255808,99.75081419119776,99.9870157088212,873
2023-01-01 01:03:00,99.8080766454754,100.79464729167319,99.11852904894475,100.07951243521102,152
2023-01-01 01:04:00,99.82355810351717,100.42782597428213,99.66020626160639,99.49103190104611,972
2023-01-01 01:05:00,99.87351135118571,100.10414608866272,99.60041648600362,99.78830873436655,557
